"STATISTIC","Statistic Label","C03157V03810","Local Authority","C03122V03774","Type of Carriageway","TLIST(A1)","Year","UNIT","VALUE"
"NRA02","National Route Length","07","Dublin City","01","Motorway","2014","2014","Kilometres","6"
"NRA02","National Route Length","07","Dublin City","03","Single","2006","2006","Kilometres","14"
"NRA02","National Route Length","07","Dublin City","03","Single","2007","2007","Kilometres","14"
"NRA02","National Route Length","07","Dublin City","03","Single","2008","2008","Kilometres","14"
"NRA02","National Route Length","07","Dublin City","03","Single","2009","2009","Kilometres","14"
"NRA02","National Route Length","07","Dublin City","03","Single","2010","2010","Kilometres","14"
"NRA02","National Route Length","07","Dublin City","03","Single","2011","2011","Kilometres","14"
"NRA02","National Route Length","07","Dublin City","03","Single","2012","2012","Kilometres","14"
"NRA02","National Route Length","07","Dublin City","03","Single","2013","2013","Kilometres","0"
"NRA02","National Route Length","07","Dublin City","03","Single","2014","2014","Kilometres","0"
"NRA02","National Route Length","07","Dublin City","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","07","Dublin City","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","07","Dublin City","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","07","Dublin City","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","07","Dublin City","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","07","Dublin City","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","07","Dublin City","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","07","Dublin City","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","07","Dublin City","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","07","Dublin City","05","Dual carriageway","2006","2006","Kilometres","20"
"NRA02","National Route Length","07","Dublin City","05","Dual carriageway","2007","2007","Kilometres","20"
"NRA02","National Route Length","07","Dublin City","05","Dual carriageway","2008","2008","Kilometres","20"
"NRA02","National Route Length","07","Dublin City","05","Dual carriageway","2009","2009","Kilometres","20"
"NRA02","National Route Length","07","Dublin City","05","Dual carriageway","2010","2010","Kilometres","20"
"NRA02","National Route Length","07","Dublin City","05","Dual carriageway","2011","2011","Kilometres","20"
"NRA02","National Route Length","07","Dublin City","05","Dual carriageway","2012","2012","Kilometres","20"
"NRA02","National Route Length","07","Dublin City","05","Dual carriageway","2013","2013","Kilometres","0"
"NRA02","National Route Length","07","Dublin City","05","Dual carriageway","2014","2014","Kilometres","0"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","-","All Carriage ways","2006","2006","Kilometres","36"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","-","All Carriage ways","2007","2007","Kilometres","36"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","-","All Carriage ways","2008","2008","Kilometres","36"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","-","All Carriage ways","2009","2009","Kilometres","36"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","-","All Carriage ways","2010","2010","Kilometres","36"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","-","All Carriage ways","2011","2011","Kilometres","36"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","-","All Carriage ways","2012","2012","Kilometres","36"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","-","All Carriage ways","2013","2013","Kilometres","32"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","-","All Carriage ways","2014","2014","Kilometres","32"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","01","Motorway","2006","2006","Kilometres","18"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","01","Motorway","2007","2007","Kilometres","18"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","01","Motorway","2008","2008","Kilometres","18"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","01","Motorway","2009","2009","Kilometres","18"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","01","Motorway","2010","2010","Kilometres","18"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","01","Motorway","2011","2011","Kilometres","18"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","01","Motorway","2012","2012","Kilometres","18"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","01","Motorway","2013","2013","Kilometres","17"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","01","Motorway","2014","2014","Kilometres","17"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","03","Single","2006","2006","Kilometres","6"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","03","Single","2007","2007","Kilometres","6"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","03","Single","2008","2008","Kilometres","6"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","03","Single","2009","2009","Kilometres","6"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","03","Single","2010","2010","Kilometres","6"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","03","Single","2011","2011","Kilometres","6"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","03","Single","2012","2012","Kilometres","6"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","03","Single","2013","2013","Kilometres","6"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","03","Single","2014","2014","Kilometres","6"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","05","Dual carriageway","2006","2006","Kilometres","11"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","05","Dual carriageway","2007","2007","Kilometres","11"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","05","Dual carriageway","2008","2008","Kilometres","11"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","05","Dual carriageway","2009","2009","Kilometres","11"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","05","Dual carriageway","2010","2010","Kilometres","11"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","05","Dual carriageway","2011","2011","Kilometres","11"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","05","Dual carriageway","2012","2012","Kilometres","11"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","05","Dual carriageway","2013","2013","Kilometres","9"
"NRA02","National Route Length","08","Dun Laoghaire/Rathdown","05","Dual carriageway","2014","2014","Kilometres","9"
"NRA02","National Route Length","09","Fingal","-","All Carriage ways","2006","2006","Kilometres","55"
"NRA02","National Route Length","09","Fingal","-","All Carriage ways","2007","2007","Kilometres","55"
"NRA02","National Route Length","09","Fingal","-","All Carriage ways","2008","2008","Kilometres","55"
"NRA02","National Route Length","09","Fingal","-","All Carriage ways","2009","2009","Kilometres","56"
"NRA02","National Route Length","09","Fingal","-","All Carriage ways","2010","2010","Kilometres","56"
"NRA02","National Route Length","09","Fingal","-","All Carriage ways","2011","2011","Kilometres","56"
"NRA02","National Route Length","09","Fingal","-","All Carriage ways","2012","2012","Kilometres","56"
"NRA02","National Route Length","09","Fingal","-","All Carriage ways","2013","2013","Kilometres","53"
"NRA02","National Route Length","09","Fingal","-","All Carriage ways","2014","2014","Kilometres","53"
"NRA02","National Route Length","09","Fingal","01","Motorway","2006","2006","Kilometres","39"
"NRA02","National Route Length","09","Fingal","01","Motorway","2007","2007","Kilometres","39"
"NRA02","National Route Length","09","Fingal","01","Motorway","2008","2008","Kilometres","39"
"NRA02","National Route Length","09","Fingal","01","Motorway","2009","2009","Kilometres","43"
"NRA02","National Route Length","09","Fingal","01","Motorway","2010","2010","Kilometres","43"
"NRA02","National Route Length","09","Fingal","01","Motorway","2011","2011","Kilometres","43"
"NRA02","National Route Length","09","Fingal","01","Motorway","2012","2012","Kilometres","43"
"NRA02","National Route Length","09","Fingal","01","Motorway","2013","2013","Kilometres","43"
"NRA02","National Route Length","09","Fingal","01","Motorway","2014","2014","Kilometres","43"
"NRA02","National Route Length","09","Fingal","03","Single","2006","2006","Kilometres","1"
"NRA02","National Route Length","09","Fingal","03","Single","2007","2007","Kilometres","1"
"NRA02","National Route Length","09","Fingal","03","Single","2008","2008","Kilometres","1"
"NRA02","National Route Length","09","Fingal","03","Single","2009","2009","Kilometres","1"
"NRA02","National Route Length","09","Fingal","03","Single","2010","2010","Kilometres","1"
"NRA02","National Route Length","09","Fingal","03","Single","2011","2011","Kilometres","1"
"NRA02","National Route Length","09","Fingal","03","Single","2012","2012","Kilometres","1"
"NRA02","National Route Length","09","Fingal","03","Single","2013","2013","Kilometres","1"
"NRA02","National Route Length","09","Fingal","03","Single","2014","2014","Kilometres","1"
"NRA02","National Route Length","09","Fingal","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","09","Fingal","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","09","Fingal","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","09","Fingal","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","09","Fingal","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","09","Fingal","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","09","Fingal","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","09","Fingal","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","09","Fingal","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","09","Fingal","05","Dual carriageway","2006","2006","Kilometres","15"
"NRA02","National Route Length","09","Fingal","05","Dual carriageway","2007","2007","Kilometres","15"
"NRA02","National Route Length","09","Fingal","05","Dual carriageway","2008","2008","Kilometres","15"
"NRA02","National Route Length","09","Fingal","05","Dual carriageway","2009","2009","Kilometres","11"
"NRA02","National Route Length","09","Fingal","05","Dual carriageway","2010","2010","Kilometres","11"
"NRA02","National Route Length","09","Fingal","05","Dual carriageway","2011","2011","Kilometres","11"
"NRA02","National Route Length","09","Fingal","05","Dual carriageway","2012","2012","Kilometres","11"
"NRA02","National Route Length","09","Fingal","05","Dual carriageway","2013","2013","Kilometres","9"
"NRA02","National Route Length","09","Fingal","05","Dual carriageway","2014","2014","Kilometres","9"
"NRA02","National Route Length","10","Galway City","-","All Carriage ways","2006","2006","Kilometres","17"
"NRA02","National Route Length","10","Galway City","-","All Carriage ways","2007","2007","Kilometres","17"
"NRA02","National Route Length","10","Galway City","-","All Carriage ways","2008","2008","Kilometres","17"
"NRA02","National Route Length","10","Galway City","-","All Carriage ways","2009","2009","Kilometres","17"
"NRA02","National Route Length","10","Galway City","-","All Carriage ways","2010","2010","Kilometres","17"
"NRA02","National Route Length","10","Galway City","-","All Carriage ways","2011","2011","Kilometres","17"
"NRA02","National Route Length","10","Galway City","-","All Carriage ways","2012","2012","Kilometres","17"
"NRA02","National Route Length","10","Galway City","-","All Carriage ways","2013","2013","Kilometres","17"
"NRA02","National Route Length","10","Galway City","-","All Carriage ways","2014","2014","Kilometres","17"
"NRA02","National Route Length","10","Galway City","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","10","Galway City","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","10","Galway City","01","Motorway","2008","2008","Kilometres",""
"NRA02","National Route Length","10","Galway City","01","Motorway","2009","2009","Kilometres",""
"NRA02","National Route Length","10","Galway City","01","Motorway","2010","2010","Kilometres",""
"NRA02","National Route Length","10","Galway City","01","Motorway","2011","2011","Kilometres",""
"NRA02","National Route Length","10","Galway City","01","Motorway","2012","2012","Kilometres",""
"NRA02","National Route Length","10","Galway City","01","Motorway","2013","2013","Kilometres","0"
"NRA02","National Route Length","10","Galway City","01","Motorway","2014","2014","Kilometres","0"
"NRA02","National Route Length","10","Galway City","03","Single","2006","2006","Kilometres","8"
"NRA02","National Route Length","10","Galway City","03","Single","2007","2007","Kilometres","8"
"NRA02","National Route Length","10","Galway City","03","Single","2008","2008","Kilometres","8"
"NRA02","National Route Length","10","Galway City","03","Single","2009","2009","Kilometres","8"
"NRA02","National Route Length","10","Galway City","03","Single","2010","2010","Kilometres","8"
"NRA02","National Route Length","10","Galway City","03","Single","2011","2011","Kilometres","8"
"NRA02","National Route Length","10","Galway City","03","Single","2012","2012","Kilometres","8"
"NRA02","National Route Length","10","Galway City","03","Single","2013","2013","Kilometres","8"
"NRA02","National Route Length","10","Galway City","03","Single","2014","2014","Kilometres","8"
"NRA02","National Route Length","10","Galway City","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","10","Galway City","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","10","Galway City","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","10","Galway City","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","10","Galway City","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","10","Galway City","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","10","Galway City","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","10","Galway City","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","10","Galway City","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","10","Galway City","05","Dual carriageway","2006","2006","Kilometres","9"
"NRA02","National Route Length","10","Galway City","05","Dual carriageway","2007","2007","Kilometres","9"
"NRA02","National Route Length","10","Galway City","05","Dual carriageway","2008","2008","Kilometres","9"
"NRA02","National Route Length","10","Galway City","05","Dual carriageway","2009","2009","Kilometres","9"
"NRA02","National Route Length","10","Galway City","05","Dual carriageway","2010","2010","Kilometres","9"
"NRA02","National Route Length","10","Galway City","05","Dual carriageway","2011","2011","Kilometres","9"
"NRA02","National Route Length","10","Galway City","05","Dual carriageway","2012","2012","Kilometres","9"
"NRA02","National Route Length","10","Galway City","05","Dual carriageway","2013","2013","Kilometres","9"
"NRA02","National Route Length","10","Galway City","05","Dual carriageway","2014","2014","Kilometres","9"
"NRA02","National Route Length","11","Galway County","-","All Carriage ways","2006","2006","Kilometres","429"
"NRA02","National Route Length","11","Galway County","-","All Carriage ways","2007","2007","Kilometres","428"
"NRA02","National Route Length","11","Galway County","-","All Carriage ways","2008","2008","Kilometres","432"
"NRA02","National Route Length","11","Galway County","-","All Carriage ways","2009","2009","Kilometres","435"
"NRA02","National Route Length","11","Galway County","-","All Carriage ways","2010","2010","Kilometres","437"
"NRA02","National Route Length","11","Galway County","-","All Carriage ways","2011","2011","Kilometres","437"
"NRA02","National Route Length","11","Galway County","-","All Carriage ways","2012","2012","Kilometres","437"
"NRA02","National Route Length","11","Galway County","-","All Carriage ways","2013","2013","Kilometres","436"
"NRA02","National Route Length","11","Galway County","-","All Carriage ways","2014","2014","Kilometres","436"
"NRA02","National Route Length","11","Galway County","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","11","Galway County","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","11","Galway County","01","Motorway","2008","2008","Kilometres",""
"NRA02","National Route Length","11","Galway County","01","Motorway","2009","2009","Kilometres","51"
"NRA02","National Route Length","11","Galway County","01","Motorway","2010","2010","Kilometres","62"
"NRA02","National Route Length","11","Galway County","01","Motorway","2011","2011","Kilometres","62"
"NRA02","National Route Length","11","Galway County","01","Motorway","2012","2012","Kilometres","62"
"NRA02","National Route Length","11","Galway County","01","Motorway","2013","2013","Kilometres","62"
"NRA02","National Route Length","11","Galway County","01","Motorway","2014","2014","Kilometres","62"
"NRA02","National Route Length","11","Galway County","03","Single","2006","2006","Kilometres","426"
"NRA02","National Route Length","11","Galway County","03","Single","2007","2007","Kilometres","425"
"NRA02","National Route Length","11","Galway County","03","Single","2008","2008","Kilometres","429"
"NRA02","National Route Length","11","Galway County","03","Single","2009","2009","Kilometres","381"
"NRA02","National Route Length","11","Galway County","03","Single","2010","2010","Kilometres","372"
"NRA02","National Route Length","11","Galway County","03","Single","2011","2011","Kilometres","372"
"NRA02","National Route Length","11","Galway County","03","Single","2012","2012","Kilometres","372"
"NRA02","National Route Length","11","Galway County","03","Single","2013","2013","Kilometres","371"
"NRA02","National Route Length","11","Galway County","03","Single","2014","2014","Kilometres","371"
"NRA02","National Route Length","11","Galway County","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","11","Galway County","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","11","Galway County","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","11","Galway County","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","11","Galway County","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","11","Galway County","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","11","Galway County","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","11","Galway County","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","11","Galway County","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","11","Galway County","05","Dual carriageway","2006","2006","Kilometres","3"
"NRA02","National Route Length","11","Galway County","05","Dual carriageway","2007","2007","Kilometres","3"
"NRA02","National Route Length","11","Galway County","05","Dual carriageway","2008","2008","Kilometres","3"
"NRA02","National Route Length","11","Galway County","05","Dual carriageway","2009","2009","Kilometres","3"
"NRA02","National Route Length","11","Galway County","05","Dual carriageway","2010","2010","Kilometres","3"
"NRA02","National Route Length","11","Galway County","05","Dual carriageway","2011","2011","Kilometres","3"
"NRA02","National Route Length","11","Galway County","05","Dual carriageway","2012","2012","Kilometres","3"
"NRA02","National Route Length","11","Galway County","05","Dual carriageway","2013","2013","Kilometres","3"
"NRA02","National Route Length","11","Galway County","05","Dual carriageway","2014","2014","Kilometres","3"
"NRA02","National Route Length","12","Kerry","-","All Carriage ways","2006","2006","Kilometres","425"
"NRA02","National Route Length","12","Kerry","-","All Carriage ways","2007","2007","Kilometres","425"
"NRA02","National Route Length","12","Kerry","-","All Carriage ways","2008","2008","Kilometres","425"
"NRA02","National Route Length","12","Kerry","-","All Carriage ways","2009","2009","Kilometres","425"
"NRA02","National Route Length","12","Kerry","-","All Carriage ways","2010","2010","Kilometres","423"
"NRA02","National Route Length","12","Kerry","-","All Carriage ways","2011","2011","Kilometres","423"
"NRA02","National Route Length","12","Kerry","-","All Carriage ways","2012","2012","Kilometres","423"
"NRA02","National Route Length","12","Kerry","-","All Carriage ways","2013","2013","Kilometres","424"
"NRA02","National Route Length","12","Kerry","-","All Carriage ways","2014","2014","Kilometres","424"
"NRA02","National Route Length","12","Kerry","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","12","Kerry","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","12","Kerry","01","Motorway","2008","2008","Kilometres",""
"NRA02","National Route Length","12","Kerry","01","Motorway","2009","2009","Kilometres",""
"NRA02","National Route Length","12","Kerry","01","Motorway","2010","2010","Kilometres",""
"NRA02","National Route Length","12","Kerry","01","Motorway","2011","2011","Kilometres",""
"NRA02","National Route Length","12","Kerry","01","Motorway","2012","2012","Kilometres",""
"NRA02","National Route Length","12","Kerry","01","Motorway","2013","2013","Kilometres","0"
"NRA02","National Route Length","12","Kerry","01","Motorway","2014","2014","Kilometres","0"
"NRA02","National Route Length","12","Kerry","03","Single","2006","2006","Kilometres","425"
"NRA02","National Route Length","12","Kerry","03","Single","2007","2007","Kilometres","425"
"NRA02","National Route Length","12","Kerry","03","Single","2008","2008","Kilometres","425"
"NRA02","National Route Length","12","Kerry","03","Single","2009","2009","Kilometres","425"
"NRA02","National Route Length","12","Kerry","03","Single","2010","2010","Kilometres","420"
"NRA02","National Route Length","12","Kerry","03","Single","2011","2011","Kilometres","420"
"NRA02","National Route Length","12","Kerry","03","Single","2012","2012","Kilometres","420"
"NRA02","National Route Length","12","Kerry","03","Single","2013","2013","Kilometres","413"
"NRA02","National Route Length","12","Kerry","03","Single","2014","2014","Kilometres","413"
"NRA02","National Route Length","12","Kerry","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","12","Kerry","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","12","Kerry","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","12","Kerry","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","12","Kerry","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","12","Kerry","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","12","Kerry","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","12","Kerry","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","12","Kerry","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","12","Kerry","05","Dual carriageway","2006","2006","Kilometres",""
"NRA02","National Route Length","12","Kerry","05","Dual carriageway","2007","2007","Kilometres",""
"NRA02","National Route Length","12","Kerry","05","Dual carriageway","2008","2008","Kilometres",""
"NRA02","National Route Length","12","Kerry","05","Dual carriageway","2009","2009","Kilometres",""
"NRA02","National Route Length","12","Kerry","05","Dual carriageway","2010","2010","Kilometres","3"
"NRA02","National Route Length","12","Kerry","05","Dual carriageway","2011","2011","Kilometres","3"
"NRA02","National Route Length","12","Kerry","05","Dual carriageway","2012","2012","Kilometres","3"
"NRA02","National Route Length","12","Kerry","05","Dual carriageway","2013","2013","Kilometres","11"
"NRA02","National Route Length","12","Kerry","05","Dual carriageway","2014","2014","Kilometres","11"
"NRA02","National Route Length","13","Kildare","-","All Carriage ways","2006","2006","Kilometres","145"
"NRA02","National Route Length","13","Kildare","-","All Carriage ways","2007","2007","Kilometres","145"
"NRA02","National Route Length","13","Kildare","-","All Carriage ways","2008","2008","Kilometres","145"
"NRA02","National Route Length","13","Kildare","-","All Carriage ways","2009","2009","Kilometres","146"
"NRA02","National Route Length","13","Kildare","-","All Carriage ways","2010","2010","Kilometres","134"
"NRA02","National Route Length","13","Kildare","-","All Carriage ways","2011","2011","Kilometres","134"
"NRA02","National Route Length","13","Kildare","-","All Carriage ways","2012","2012","Kilometres","134"
