,STATISTIC,Statistic Label,TLIST(Q1),Quarter,C02196V02652,State,UNIT,VALUE,Year,Quarter No
2473,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20144,2014Q4,-,State,Euro Million,49755,2014,4
2474,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20151,2015Q1,-,State,Euro Million,64124,2015,1
2475,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20152,2015Q2,-,State,Euro Million,64261,2015,2
2476,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20153,2015Q3,-,State,Euro Million,66366,2015,3
2477,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20154,2015Q4,-,State,Euro Million,68776,2015,4
2478,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20161,2016Q1,-,State,Euro Million,65097,2016,1
2479,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20162,2016Q2,-,State,Euro Million,64758,2016,2
2480,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20163,2016Q3,-,State,Euro Million,66635,2016,3
2481,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20164,2016Q4,-,State,Euro Million,72373,2016,4
2482,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20171,2017Q1,-,State,Euro Million,71059,2017,1
2483,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20172,2017Q2,-,State,Euro Million,72455,2017,2
2484,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20173,2017Q3,-,State,Euro Million,75057,2017,3
2485,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20174,2017Q4,-,State,Euro Million,79043,2017,4
2486,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20181,2018Q1,-,State,Euro Million,80503,2018,1
2487,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20182,2018Q2,-,State,Euro Million,81533,2018,2
2488,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20183,2018Q3,-,State,Euro Million,82024,2018,3
2489,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20184,2018Q4,-,State,Euro Million,82974,2018,4
2490,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20191,2019Q1,-,State,Euro Million,85694,2019,1
2491,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20192,2019Q2,-,State,Euro Million,88174,2019,2
2492,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20193,2019Q3,-,State,Euro Million,89325,2019,3
2493,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20194,2019Q4,-,State,Euro Million,92656,2019,4
2494,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20201,2020Q1,-,State,Euro Million,93918,2020,1
2495,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20202,2020Q2,-,State,Euro Million,88443,2020,2
2496,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20203,2020Q3,-,State,Euro Million,97731,2020,3
2497,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20204,2020Q4,-,State,Euro Million,95180,2020,4
2498,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20211,2021Q1,-,State,Euro Million,103416,2021,1
2499,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20212,2021Q2,-,State,Euro Million,107287,2021,2
2500,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20213,2021Q3,-,State,Euro Million,111362,2021,3
2501,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20214,2021Q4,-,State,Euro Million,111193,2021,4
2502,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20221,2022Q1,-,State,Euro Million,120275,2022,1
2503,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20222,2022Q2,-,State,Euro Million,127033,2022,2
2504,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20223,2022Q3,-,State,Euro Million,129605,2022,3
2505,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20224,2022Q4,-,State,Euro Million,129112,2022,4
2506,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20231,2023Q1,-,State,Euro Million,127144,2023,1
2507,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20232,2023Q2,-,State,Euro Million,130600,2023,2
2508,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19951,1995Q1,-,State,Euro Million,-1483,1995,1
2509,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19952,1995Q2,-,State,Euro Million,-1388,1995,2
2510,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19953,1995Q3,-,State,Euro Million,-1409,1995,3
2511,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19954,1995Q4,-,State,Euro Million,-1654,1995,4
2512,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19961,1996Q1,-,State,Euro Million,-1663,1996,1
2513,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19962,1996Q2,-,State,Euro Million,-1543,1996,2
2514,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19963,1996Q3,-,State,Euro Million,-1512,1996,3
2515,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19964,1996Q4,-,State,Euro Million,-1795,1996,4
2516,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19971,1997Q1,-,State,Euro Million,-2142,1997,1
2517,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19972,1997Q2,-,State,Euro Million,-2203,1997,2
2518,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19973,1997Q3,-,State,Euro Million,-1627,1997,3
2519,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19974,1997Q4,-,State,Euro Million,-2033,1997,4
2520,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19981,1998Q1,-,State,Euro Million,-2103,1998,1
2521,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19982,1998Q2,-,State,Euro Million,-2485,1998,2
2522,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19983,1998Q3,-,State,Euro Million,-2595,1998,3
2523,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19984,1998Q4,-,State,Euro Million,-2340,1998,4
2524,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19991,1999Q1,-,State,Euro Million,-2678,1999,1
2525,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19992,1999Q2,-,State,Euro Million,-3041,1999,2
2526,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19993,1999Q3,-,State,Euro Million,-3756,1999,3
2527,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),19994,1999Q4,-,State,Euro Million,-3793,1999,4
2528,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20001,2000Q1,-,State,Euro Million,-3508,2000,1
2529,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20002,2000Q2,-,State,Euro Million,-3104,2000,2
2530,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20003,2000Q3,-,State,Euro Million,-4154,2000,3
2531,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20004,2000Q4,-,State,Euro Million,-4573,2000,4
2532,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20011,2001Q1,-,State,Euro Million,-4143,2001,1
2533,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20012,2001Q2,-,State,Euro Million,-4859,2001,2
2534,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20013,2001Q3,-,State,Euro Million,-5066,2001,3
2535,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20014,2001Q4,-,State,Euro Million,-5102,2001,4
2536,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20021,2002Q1,-,State,Euro Million,-5877,2002,1
2537,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20022,2002Q2,-,State,Euro Million,-6101,2002,2
2538,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20023,2002Q3,-,State,Euro Million,-5701,2002,3
2539,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20024,2002Q4,-,State,Euro Million,-6106,2002,4
2540,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20031,2003Q1,-,State,Euro Million,-5725,2003,1
2541,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20032,2003Q2,-,State,Euro Million,-5285,2003,2
2542,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20033,2003Q3,-,State,Euro Million,-5248,2003,3
2543,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20034,2003Q4,-,State,Euro Million,-5579,2003,4
2544,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20041,2004Q1,-,State,Euro Million,-5619,2004,1
2545,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20042,2004Q2,-,State,Euro Million,-5614,2004,2
2546,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20043,2004Q3,-,State,Euro Million,-5830,2004,3
2547,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20044,2004Q4,-,State,Euro Million,-5983,2004,4
2548,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20051,2005Q1,-,State,Euro Million,-6019,2005,1
2549,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20052,2005Q2,-,State,Euro Million,-6718,2005,2
2550,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20053,2005Q3,-,State,Euro Million,-5975,2005,3
2551,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20054,2005Q4,-,State,Euro Million,-6160,2005,4
2552,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20061,2006Q1,-,State,Euro Million,-6061,2006,1
2553,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20062,2006Q2,-,State,Euro Million,-5632,2006,2
2554,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20063,2006Q3,-,State,Euro Million,-7072,2006,3
2555,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20064,2006Q4,-,State,Euro Million,-5572,2006,4
2556,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20071,2007Q1,-,State,Euro Million,-7274,2007,1
2557,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20072,2007Q2,-,State,Euro Million,-7287,2007,2
2558,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20073,2007Q3,-,State,Euro Million,-6404,2007,3
2559,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20074,2007Q4,-,State,Euro Million,-7277,2007,4
2560,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20081,2008Q1,-,State,Euro Million,-6227,2008,1
2561,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20082,2008Q2,-,State,Euro Million,-6289,2008,2
2562,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20083,2008Q3,-,State,Euro Million,-7435,2008,3
2563,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20084,2008Q4,-,State,Euro Million,-6837,2008,4
2564,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20091,2009Q1,-,State,Euro Million,-7017,2009,1
2565,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20092,2009Q2,-,State,Euro Million,-7440,2009,2
2566,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20093,2009Q3,-,State,Euro Million,-7658,2009,3
2567,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20094,2009Q4,-,State,Euro Million,-7359,2009,4
2568,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20101,2010Q1,-,State,Euro Million,-7548,2010,1
2569,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20102,2010Q2,-,State,Euro Million,-7382,2010,2
2570,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20103,2010Q3,-,State,Euro Million,-6869,2010,3
2571,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20104,2010Q4,-,State,Euro Million,-6182,2010,4
2572,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20111,2011Q1,-,State,Euro Million,-7914,2011,1
2573,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20112,2011Q2,-,State,Euro Million,-8201,2011,2
2574,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20113,2011Q3,-,State,Euro Million,-8099,2011,3
2575,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20114,2011Q4,-,State,Euro Million,-9186,2011,4
2576,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20121,2012Q1,-,State,Euro Million,-8930,2012,1
2577,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20122,2012Q2,-,State,Euro Million,-8200,2012,2
2578,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20123,2012Q3,-,State,Euro Million,-8700,2012,3
2579,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20124,2012Q4,-,State,Euro Million,-9125,2012,4
2580,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20131,2013Q1,-,State,Euro Million,-7013,2013,1
2581,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20132,2013Q2,-,State,Euro Million,-7778,2013,2
2582,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20133,2013Q3,-,State,Euro Million,-7136,2013,3
2583,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20134,2013Q4,-,State,Euro Million,-7018,2013,4
2584,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20141,2014Q1,-,State,Euro Million,-7456,2014,1
2585,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20142,2014Q2,-,State,Euro Million,-7744,2014,2
2586,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20143,2014Q3,-,State,Euro Million,-7800,2014,3
2587,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20144,2014Q4,-,State,Euro Million,-8137,2014,4
2588,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20151,2015Q1,-,State,Euro Million,-15935,2015,1
2589,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20152,2015Q2,-,State,Euro Million,-11064,2015,2
2590,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20153,2015Q3,-,State,Euro Million,-17759,2015,3
2591,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20154,2015Q4,-,State,Euro Million,-17068,2015,4
2592,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20161,2016Q1,-,State,Euro Million,-10857,2016,1
2593,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20162,2016Q2,-,State,Euro Million,-10923,2016,2
2594,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20163,2016Q3,-,State,Euro Million,-14415,2016,3
2595,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20164,2016Q4,-,State,Euro Million,-14733,2016,4
2596,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20171,2017Q1,-,State,Euro Million,-14869,2017,1
2597,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20172,2017Q2,-,State,Euro Million,-15988,2017,2
2598,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20173,2017Q3,-,State,Euro Million,-13892,2017,3
2599,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20174,2017Q4,-,State,Euro Million,-17404,2017,4
2600,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20181,2018Q1,-,State,Euro Million,-17675,2018,1
2601,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20182,2018Q2,-,State,Euro Million,-16866,2018,2
2602,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20183,2018Q3,-,State,Euro Million,-17568,2018,3
2603,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20184,2018Q4,-,State,Euro Million,-22565,2018,4
2604,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20191,2019Q1,-,State,Euro Million,-18974,2019,1
2605,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20192,2019Q2,-,State,Euro Million,-20745,2019,2
2606,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20193,2019Q3,-,State,Euro Million,-19842,2019,3
2607,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20194,2019Q4,-,State,Euro Million,-21491,2019,4
2608,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20201,2020Q1,-,State,Euro Million,-20893,2020,1
2609,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20202,2020Q2,-,State,Euro Million,-20938,2020,2
2610,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20203,2020Q3,-,State,Euro Million,-27678,2020,3
2611,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20204,2020Q4,-,State,Euro Million,-23154,2020,4
2612,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20211,2021Q1,-,State,Euro Million,-28521,2021,1
2613,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20212,2021Q2,-,State,Euro Million,-28112,2021,2
2614,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20213,2021Q3,-,State,Euro Million,-27562,2021,3
2615,NAQ03S11,Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted),20214,2021Q4,-,State,Euro Million,-26851,2021,4
